Club;Nacionalidad;Jugadores;Promedio edad;Promedio Rating;Promedio Altura;Promedio Peso
Barnet;Jamaica;1;33;65;170;78
Barnet;Nigeria;1;24;58;178;76
Barnet;Portugal;2;22;60.5;185;75.5
Barnet;Romania;1;20;52;170;65
Barnet;Spain;1;24;63;170;66
Barnsley;Australia;2;22.5;63;176.5;67
Barnsley;Benin;1;21;64;178;71
Barnsley;England;20;21.9;62.25;180.35;73.75
Barnsley;Ghana;1;25;69;180;75
Barnsley;Republic of Ireland;1;25;67;175;61
Barnsley;Switzerland;1;21;68;178;70
Barnsley;Wales;4;23;64.25;181;68.25
Bayer 04;Austria;3;29;77.3333333333333;185.333333333333;81.6666666666667
Bayer 04;Brazil;1;23;78;176;68
Bayer 04;Chile;1;27;78;171;71
Bayer 04;Croatia;1;21;75;184;83
Bayer 04;Finland;1;22;71;184;83
Bayer 04;Germany;15;23.0666666666667;73.4;184.933333333333;80
Bayer 04;Jamaica;1;19;76;181;70
Bayer 04;Mexico;1;28;82;175;73
Bayer 04;Slovenia;1;26;82;178;65
Bayer 04;Switzerland;1;26;77;183;80
Bayer 04;Turkey;1;27;83;187;83
Bayer 04;Ukraine;1;23;67;181;74
Belenenses;Algeria;1;32;71;187;82
Belenenses;Brazil;1;23;67;188;77
Belenenses;France;1;27;69;177;65
Belenenses;Guinea Bissau;1;27;70;185;78
Belenenses;Portugal;17;25.7647058823529;68.4117647058823;182.764705882353;75.7058823529412
Belenenses;Spain;2;24.5;70;180;73
Belenenses;Sweden;1;30;64;188;84
Belgrano;Argentina;30;25.6666666666667;64.6333333333333;179.6;76.7333333333333
Benevento;Croatia;2;22;65.5;187;75.5
Benevento;FYR Macedonia;1;27;60;187;77
Benevento;Ghana;2;22.5;65;175.5;77
Benevento;Guinea;1;28;65;184;78
Benevento;Italy;20;26.05;65.7;181.35;74.1
Benevento;Romania;1;20;65;184;70
Benevento;Uruguay;1;31;67;182;83
Be?ikta?;Armenia;1;27;73;175;72
Be?ikta?;Austria;1;28;73;178;68
Be?ikta?;Brazil;4;28.5;77;186.75;82.25
Be?ikta?;Cameroon;1;25;77;184;82
Be?ikta?;Canada;1;34;80;187;83
Be?ikta?;Croatia;1;23;71;187;85
Be?ikta?;Germany;2;25;70.5;177.5;70.5
Be?ikta?;Netherlands;1;30;75;185;77
Be?ikta?;Portugal;1;33;83;175;67
Be?ikta?;Senegal;1;31;79;189;85
Be?ikta?;Serbia;1;32;74;185;85
Be?ikta?;Spain;1;29;79;185;67
Be?ikta?;Switzerland;1;32;77;183;80
Be?ikta?;Turkey;13;25.6153846153846;72.6153846153846;184.307692307692;79.2307692307692
Birmingham City;DR Congo;1;29;70;178;73
Birmingham City;England;16;25.125;65.6875;181.5;76.125
Birmingham City;Equatorial Guinea;1;27;72;178;75
Birmingham City;Germany;1;29;70;180;71
Birmingham City;Jamaica;1;33;71;185;80
Birmingham City;Mali;1;20;67;182;76
Birmingham City;Netherlands;1;26;71;179;78
Birmingham City;Poland;2;27;67;190;81
Birmingham City;Republic of Ireland;4;21.25;60;180.25;74.75
Birmingham City;Scotland;1;27;68;178;73
Birmingham City;Turkey;1;23;76;171;70
BK Häcken;Brazil;1;30;73;174;75
BK Häcken;DR Congo;1;34;63;178;66
BK Häcken;Finland;2;30;68;184;78.5
BK Häcken;Ghana;2;26.5;67;175;72.5
BK Häcken;Norway;1;25;58;191;91
BK Häcken;Sierra Leone;1;24;69;180;82
BK Häcken;Sweden;17;25.3529411764706;62.2941176470588;183.529411764706;78.2941176470588
Blackburn Rovers;England;14;24.7142857142857;62.1428571428571;182.214285714286;76.1428571428571
Blackburn Rovers;Jamaica;1;28;69;179;73
Blackburn Rovers;Namibia;1;19;61;182;76
Blackburn Rovers;Netherlands;1;28;69;180;66
Blackburn Rovers;Nigeria;1;25;64;183;81
Blackburn Rovers;Northern Ireland;1;26;67;173;69
Blackburn Rovers;Portugal;1;23;69;192;80
Blackburn Rovers;Republic of Ireland;4;24.5;68.5;181.5;76.25
Blackburn Rovers;Scotland;4;30;68;184.25;76
Blackburn Rovers;Spain;1;21;62;183;80
Blackburn Rovers;Wales;1;22;66;178;77
Blackpool;England;14;24.8571428571429;61;182.357142857143;74.1428571428571
Blackpool;Guyana;1;34;63;175;78
Blackpool;Ivory Coast;1;25;63;193;93
Blackpool;Jamaica;1;27;62;185;75
Blackpool;Nigeria;1;19;57;175;72
Blackpool;Republic of Ireland;1;28;60;185;77
Blackpool;Scotland;4;28;63;181.75;77.5
Blackpool;Wales;1;22;59;179;70
Boavista;Azerbaijan;2;27.5;67.5;182;79
Boavista;Brazil;4;25.75;71;186.75;81.5
Boavista;China PR;1;26;63;181;75
Boavista;Croatia;1;26;67;189;77
Boavista;DR Congo;2;22.5;67.5;174;67.5
Boavista;Guinea Bissau;1;23;65;204;96
Boavista;Malta;1;30;69;178;73
Boavista;Peru;1;23;67;186;82
Boavista;Portugal;15;24.4;68.4;179.933333333333;74.6666666666667
Boavista;Senegal;2;31.5;68.5;193.5;83
Boca Juniors;Argentina;23;24.2608695652174;70.5217391304348;180.95652173913;75.7391304347826
Boca Juniors;Colombia;3;24.3333333333333;75;175.666666666667;70.3333333333333
Boca Juniors;Uruguay;1;19;69;185;73
Bohemian FC;Nigeria;1;23;62;191;82
Bohemian FC;Republic of Ireland;23;23.1304347826087;54.4782608695652;178.652173913043;73.3913043478261
Bologna;Algeria;1;25;75;180;73
Bologna;Brazil;1;33;74;186;81
Bologna;Chile;1;23;73;186;83
Bologna;Colombia;1;18;56;186;82
Bologna;Croatia;1;22;71;192;88
Bologna;Czech Republic;1;24;77;180;68
Bologna;Ghana;1;20;75;175;70
Bologna;Greece;2;27.5;74.5;187;82.5
Bologna;Hungary;1;21;74;178;74
Bologna;Italy;10;26.2;73.6;182.6;74.6
Bologna;Nigeria;2;19.5;65.5;191;79
Bologna;Senegal;2;21;66;189;75
Bologna;Sweden;2;22.5;73;186.5;81
Bologna;Switzerland;1;30;75;179;73
Bolton;England;21;27.3809523809524;66.2380952380952;182.761904761905;75.7142857142857
Bolton;France;1;28;66;192;85
Bolton;Iran;1;18;56;172;72
Bolton;Nigeria;1;21;64;175;77
Bolton;Portugal;1;31;65;175;83
Bolton;Republic of Ireland;1;22;65;190;77
Bolton;Spain;1;24;68;183;74
Bolton;Turkey;1;28;65;176;67
Bor. Dortmund;Denmark;1;18;59;178;72
Bor. Dortmund;France;1;19;81;178;67
Bor. Dortmund;Gabon;1;27;87;187;80
Bor. Dortmund;Germany;17;23.9411764705882;73.0588235294118;182.470588235294;75.9411764705882
Bor. Dortmund;Greece;1;28;85;186;85
Bor. Dortmund;Japan;1;28;82;172;64
Bor. Dortmund;Korea Republic;1;30;75;176;73
Bor. Dortmund;Poland;1;31;83;184;78
Bor. Dortmund;Portugal;1;23;80;170;67
Bor. Dortmund;Spain;2;23;78;185.5;76
Bor. Dortmund;Sweden;1;17;67;190;70
Bor. Dortmund;Switzerland;1;26;83;187;85
Bor. Dortmund;Turkey;2;23.5;74;174.5;68
Bor. Dortmund;United States;1;18;75;173;69
Bor. M'gladbach;Azerbaijan;1;23;59;178;74
Bor. M'gladbach;Belgium;1;24;80;174;69
Bor. M'gladbach;Brazil;1;32;82;174;69
Bor. M'gladbach;Denmark;2;22;79;193.5;88
Bor. M'gladbach;France;2;21.5;71;183.5;75
Bor. M'gladbach;Germany;18;24.5;70.8888888888889;183.888888888889;77.6111111111111
Bor. M'gladbach;Guinea;1;28;80;171;61
Bor. M'gladbach;Slovakia;1;19;65;181;72
Bor. M'gladbach;Sweden;1;31;78;181;82
Bor. M'gladbach;Switzerland;4;23;73.25;184.5;78.75
Bor. M'gladbach;United States;1;29;79;183;74
Borgocalcio;Argentina;1;22;58;195;90
Borgocalcio;France;1;27;65;180;79
Borgocalcio;Ghana;1;24;67;184;87
Borgocalcio;Italy;22;23.5909090909091;63.1363636363636;182.954545454545;76.2272727272727
Borgocalcio;Lithuania;1;21;62;185;81
Borgocalcio;Poland;1;29;65;191;85
Borgocalcio;Romania;1;24;64;187;84
Botafogo;Brazil;20;28;70.2;179.2;75.4
Bourg-Péronnas;Congo;2;30;63.5;184;84
Bourg-Péronnas;DR Congo;1;23;70;168;68
Bourg-Péronnas;France;22;27;63.6818181818182;179.136363636364;72.2727272727273
Bournemouth;Australia;3;24.3333333333333;64;184;80.6666666666667
Bournemouth;England;23;23.4782608695652;67.7391304347826;183.391304347826;76.7391304347826
Bournemouth;France;1;21;68;184;82
Bournemouth;Ivory Coast;1;29;77;175;69
Bournemouth;Norway;1;25;74;180;74
Bournemouth;Poland;1;37;76;193;87
Bournemouth;Republic of Ireland;1;27;75;178;70
Bournemouth;Scotland;1;23;72;163;62
Bournemouth;Wales;1;29;69;173;72
Boyacá Chicó;Argentina;1;33;68;182;72
Boyacá Chicó;Chile;1;30;63;186;68
Boyacá Chicó;Colombia;22;25.1363636363636;60.3181818181818;177.818181818182;73.3181818181818
Boyacá Chicó;Uruguay;2;29;62;182;73.5
Bradford City;Australia;1;28;68;185;74
Bradford City;England;18;22.8333333333333;58.6666666666667;179.777777777778;71.1666666666667
Bradford City;France;2;27.5;64;183;75
Bradford City;Germany;1;29;64;187;87
Bradford City;Jamaica;1;29;65;170;69
Bradford City;Northern Ireland;1;29;65;185;72
Bradford City;Republic of Ireland;4;25;63.75;180.75;75.25
Braunschweig;Bosnia Herzegovina;1;30;67;198;95
Braunschweig;Cuba;1;24;67;172;76
Braunschweig;DR Congo;1;32;70;173;71
Braunschweig;Germany;12;24.6666666666667;65.75;181.166666666667;77.1666666666667
Braunschweig;Ghana;1;25;69;182;81
Braunschweig;Nigeria;1;20;69;185;86
Braunschweig;Norway;1;23;69;195;93
Braunschweig;Poland;1;28;68;180;75
Braunschweig;Portugal;1;27;72;186;81
Braunschweig;Slovenia;1;27;71;180;72
Braunschweig;Sweden;2;24;69.5;185;80.5
Braunschweig;Switzerland;2;24;72;180;72
Bray Wanderers;Republic of Ireland;24;24.375;55.8333333333333;181.25;74.4583333333333
Bray Wanderers;Scotland;1;33;60;188;76
Brentford;Australia;1;20;59;188;83
Brentford;Austria;1;24;65;179;72
Brentford;Denmark;3;25.6666666666667;68.6666666666667;183.333333333333;76
Brentford;England;12;21.0833333333333;63.5833333333333;179.583333333333;70.0833333333333
Brentford;France;2;24;70;183.5;78.5
Brentford;Germany;1;24;69;194;87
Brentford;Greece;1;19;51;178;67
Brentford;Netherlands;1;26;71;175;72
Brentford;Republic of Ireland;4;27;65;182.5;75.25
Brentford;Scotland;1;22;67;175;72
Brentford;Spain;2;22.5;70.5;177.5;70
Brentford;St Kitts Nevis;1;25;70;185;67
Brescia;Albania;1;20;60;178;70
Brescia;Bosnia Herzegovina;1;21;63;180;70
Brescia;Croatia;2;22.5;66.5;185.5;79
Brescia;Guinea;1;20;65;177;69
Brescia;Italy;20;24.8;63.85;183.2;76.4
Brescia;Senegal;1;21;66;185;70
Brescia;Switzerland;2;23;66;178;76.5
Brighton;Belgium;1;29;73;181;73
Brighton;Cameroon;1;28;73;183;74
Brighton;Canada;1;22;63;180;75
Brighton;Czech Republic;1;25;69;176;76
Brighton;Denmark;1;37;61;191;96
Brighton;England;13;25.8461538461538;68.8461538461538;184.230769230769;76.9230769230769
Brighton;Finland;2;27;62.5;190;83.5
Brighton;France;1;25;76;172;69
Brighton;Germany;1;31;72;189;84
Brighton;Israel;2;28.5;72.5;182;77
Brighton;Northern Ireland;1;25;73;175;76
Brighton;Norway;1;29;73;186;85
Brighton;Republic of Ireland;2;25;70.5;183;71
Brighton;Scotland;1;27;70;175;64
Brighton;Spain;1;36;72;178;75
Brisbane Roar;Australia;19;24.5789473684211;62.2631578947368;177.894736842105;74.3684210526316
Brisbane Roar;Denmark;1;33;70;188;79
Brisbane Roar;England;1;31;66;180;83
Brisbane Roar;Germany;1;36;69;182;74
Brisbane Roar;Greece;1;32;75;184;84
Brisbane Roar;New Zealand;1;17;54;175;65
Brisbane Roar;Spain;1;32;67;175;72
Brisigonza;Algeria;1;24;65;178;69
Brisigonza;Czech Republic;1;18;52;180;75
Brisigonza;Italy;19;24.9473684210526;63.8421052631579;182.842105263158;75.5263157894737
Brisigonza;Portugal;1;18;54;180;70
Brisigonza;Senegal;2;22.5;52.5;178.5;73
Brisigonza;Tunisia;1;20;55;193;90
Bristol City;Australia;1;24;71;184;79
Bristol City;Bosnia Herzegovina;1;26;68;199;94
Bristol City;England;20;24.75;65.6;180.8;72.5
Bristol City;Germany;2;27.5;72;194.5;89.5
Bristol City;Iceland;1;24;69;190;77
Bristol City;Republic of Ireland;1;21;67;180;75
Bristol City;Sweden;1;20;68;185;81
Bristol City;Wales;3;24;64.6666666666667;177.666666666667;70.6666666666667
Bristol Rovers;Colombia;1;25;62;180;76
Bristol Rovers;England;18;25.1666666666667;59.5555555555556;182.5;76.1111111111111
Bristol Rovers;Republic of Ireland;2;23;62;188.5;81.5
Bristol Rovers;Scotland;1;29;66;173;64
Bristol Rovers;Wales;6;25.3333333333333;61.3333333333333;180.5;76.1666666666667
Brøndby IF;Czech Republic;1;23;65;185;76
Brøndby IF;Denmark;9;22.7777777777778;61.6666666666667;182.666666666667;76
Brøndby IF;Finland;2;27.5;71;186;83.5
Brøndby IF;Germany;2;24.5;71;184.5;79.5
Brøndby IF;Ghana;1;29;69;190;88
Brøndby IF;Hungary;1;21;67;185;80
Brøndby IF;Iceland;1;22;68;189;81
Brøndby IF;Jamaica;1;31;65;184;84
Brøndby IF;Poland;1;29;71;186;81
Brøndby IF;Slovenia;1;23;51;176;72
Brøndby IF;South Africa;1;22;66;176;60
Brøndby IF;Sweden;2;22.5;68;189;75
BSC Young Boys;Austria;1;26;70;180;73
BSC Young Boys;Czech Republic;1;26;69;185;81
BSC Young Boys;France;2;30;75.5;185;76
BSC Young Boys;FYR Macedonia;1;20;53;177;75
BSC Young Boys;Ghana;1;21;65;190;83
BSC Young Boys;Ivory Coast;2;25;70.5;174.5;73
BSC Young Boys;Serbia;2;29;68.5;180;74.5
BSC Young Boys;Sweden;1;30;73;184;80
BSC Young Boys;Switzerland;16;23.625;63.1875;183.6875;78.5
Burnley;Austria;1;27;72;186;76
Burnley;Belgium;1;28;78;175;72
Burnley;Canada;1;28;72;178;70
Burnley;England;17;25.8235294117647;68.7058823529412;182.529411764706;75.8823529411765
Burnley;Iceland;1;26;73;178;77
Burnley;Nigeria;1;20;53;191;70
Burnley;Northern Ireland;1;20;54;183;74
Burnley;Republic of Ireland;6;24.1666666666667;66.6666666666667;182;75.3333333333333
Burnley;Scotland;2;24.5;65;184;77
Burnley;Wales;2;23.5;63;183;80
Bursaspor;Argentina;1;33;79;170;68
Bursaspor;Australia;1;26;73;170;66
Bursaspor;Azerbaijan;1;29;72;182;79
Bursaspor;Chile;1;28;71;174;65
Bursaspor;Czech Republic;1;33;73;185;78
Bursaspor;Netherlands;1;28;71;175;63
Bursaspor;Romania;1;29;75;183;75
Bursaspor;Senegal;1;30;69;192;82
Bursaspor;Slovenia;1;25;69;178;76
Bursaspor;Turkey;20;24.9;67.9;183.4;75.35
Bursaspor;Venezuela;1;26;76;173;75
Burton Albion;Australia;1;24;68;189;70
Burton Albion;Denmark;1;22;67;178;75
Burton Albion;England;22;26.6818181818182;62.9545454545455;182.590909090909;76.5909090909091
Burton Albion;Jamaica;1;34;63;178;65
Burton Albion;Northern Ireland;1;25;64;194;76
Burton Albion;Republic of Ireland;1;27;66;183;81
Burton Albion;Scotland;1;28;66;188;83
Bury;Australia;1;21;63;194;81
Bury;England;22;25.8636363636364;63.5;182.409090909091;75.7272727272727
Bury;Nigeria;1;28;61;185;71
Bury;Republic of Ireland;1;35;61;188;88
Bury;Scotland;1;28;68;170;67
Bury;United States;1;35;60;185;85
Bury;Wales;1;30;63;170;70
CA Osasuna;Cameroon;1;28;72;192;83
CA Osasuna;Dominican Republic;1;26;73;186;76
CA Osasuna;France;2;28.5;70;182.5;76
CA Osasuna;Italy;1;30;80;190;80
CA Osasuna;Montenegro;1;30;70;191;84
CA Osasuna;Serbia;1;24;72;180;75
CA Osasuna;Spain;26;25.5384615384615;70.8076923076923;180.423076923077;72.9230769230769
CA Talleres;Argentina;25;25.24;63.56;178.68;73.6
CA Talleres;Chile;1;27;71;173;67
CA Talleres;Uruguay;1;22;64;177;75
Cádiz C.F.;Argentina;1;19;63;167;72
Cádiz C.F.;Azerbaijan;1;24;68;191;80
Cádiz C.F.;Comoros;1;23;70;179;75
Cádiz C.F.;Morocco;1;20;61;174;67
Cádiz C.F.;Nigeria;1;19;60;171;70
Cádiz C.F.;Senegal;1;32;71;190;78
Cádiz C.F.;Spain;22;27.5909090909091;68.4545454545455;181.045454545455;73.3636363636364
Cagliari;Belgium;1;20;65;192;75
Cagliari;Brazil;5;25.6;71;185.8;77.8
Cagliari;Chile;1;28;77;176;75
Cagliari;Greece;1;26;75;191;86
Cagliari;Italy;16;26.875;68.875;180.75;74.3125
Cagliari;Moldova;1;26;75;184;73
Cagliari;Poland;1;25;71;196;89
Cagliari;Portugal;1;35;79;189;81
Cagliari;Ukraine;1;18;57;185;75
Cambridge Utd;England;22;24.0454545454545;59.5454545454545;182.363636363636;73.5
Cambridge Utd;Northern Ireland;1;28;61;175;82
Cambridge Utd;Republic of Ireland;3;25;61;184.666666666667;75.6666666666667
Cardiff City;Belgium;1;19;55;175;70
Cardiff City;Benin;1;28;69;188;85
Cardiff City;Canada;1;26;72;173;70
Cardiff City;Denmark;1;23;69;194;96
Cardiff City;England;14;26.5;65.6428571428571;183.714285714286;75
Cardiff City;France;1;21;53;191;84
Cardiff City;Gabon;1;28;72;187;75
Cardiff City;Iceland;1;27;70;177;70
Cardiff City;Ivory Coast;1;32;71;190;86
Cardiff City;Republic of Ireland;2;30.5;67.5;182;82
Cardiff City;Scotland;1;35;75;183;84
Cardiff City;St Kitts Nevis;1;22;56;178;68
Cardiff City;Wales;4;21.5;63.75;176;72.75
Carlisle United;Bermuda;1;26;63;175;81
Carlisle United;England;21;25.1428571428571;60.1428571428571;183.095238095238;75.8571428571429
Carlisle United;France;1;24;58;179;76
Carlisle United;New Zealand;1;23;58;194;88
Carlisle United;Republic of Ireland;2;24.5;62;179.5;74.5
Carlisle United;Wales;1;30;66;175;70
Carpi;Italy;18;24.9444444444444;67.3333333333333;179.722222222222;72.2777777777778
Carpi;Nigeria;1;24;73;184;82
Carpi;Poland;1;21;56;184;70
Carpi;Senegal;2;21;61.5;180.5;73.5
Carpi;Serbia;1;21;57;191;72
Carpi;Slovenia;3;25.3333333333333;69.3333333333333;187.666666666667;80.6666666666667
Çaykur Rizespor;Austria;1;28;71;181;71
Çaykur Rizespor;Cameroon;1;29;76;188;94
Çaykur Rizespor;Denmark;1;25;64;181;68
Çaykur Rizespor;Germany;1;23;65;183;77
Çaykur Rizespor;Iraq;2;22;66;179;74
Çaykur Rizespor;Italy;1;25;68;184;76
Çaykur Rizespor;Morocco;1;25;67;187;75
Çaykur Rizespor;Nigeria;3;24.6666666666667;70;183.666666666667;77.3333333333333
Çaykur Rizespor;Poland;1;27;66;184;77
Çaykur Rizespor;Senegal;1;25;68;191;79
Çaykur Rizespor;Slovenia;1;27;65;175;70
Çaykur Rizespor;Tunisia;1;26;65;191;81
Çaykur Rizespor;Turkey;15;23;64.2;181;75.4
CD Antofagasta;Argentina;4;28;67;184.25;78.75
CD Antofagasta;Chile;24;25.8333333333333;64.125;174.333333333333;69.875
CD Cobresal;Argentina;3;32.6666666666667;65.6666666666667;182.666666666667;77.3333333333333
CD Cobresal;Chile;23;25.1304347826087;61.8695652173913;176.04347826087;73.0434782608696
CD Cobresal;Paraguay;1;31;70;177;78
CD Cobresal;Uruguay;1;25;66;172;67
CD Everton;Argentina;3;27.3333333333333;67.6666666666667;177.666666666667;73.3333333333333
CD Everton;Chile;20;24;63.7;177;74
CD Everton;Colombia;1;29;71;172;70
CD Everton;Mexico;4;19.75;61.25;174.75;67.75
CD Huachipato;Argentina;3;24.6666666666667;65.6666666666667;180;74.3333333333333
CD Huachipato;Bolivia;1;30;67;192;86
CD Huachipato;Chile;22;21.3636363636364;61.5454545454545;174.636363636364;71.4545454545455
CD Huachipato;Paraguay;1;24;67;183;76
CD Huachipato;Venezuela;1;19;64;160;55
CD Leganés;Argentina;3;30.6666666666667;74.3333333333333;183;79
CD Leganés;Brazil;2;23;75;181;74
CD Leganés;Greece;1;28;75;192;83
CD Leganés;Guinea;1;21;63;182;72
CD Leganés;Ivory Coast;1;25;69;177;73
CD Leganés;Morocco;1;30;77;175;66
CD Leganés;Spain;23;24.9565217391304;71.4782608695652;179.782608695652;72.7391304347826
CD Leganés;Venezuela;1;24;73;174;70
CD Lugo;Argentina;2;26;67.5;181;71.5
CD Lugo;Cameroon;1;23;65;174;70
CD Lugo;Colombia;1;24;67;189;78
CD Lugo;Spain;22;25.6818181818182;66.7272727272727;179.636363636364;74
CD Lugo;Switzerland;1;32;68;176;70
CD Lugo;Ukraine;1;19;65;185;78
CD Mirandés;Guinea;1;21;59;184;72
CD Mirandés;Spain;26;26.4615384615385;66.9230769230769;181.461538461538;76.1153846153846
CD Numancia;Morocco;2;23.5;65.5;184;73.5
CD Numancia;Spain;24;26.125;66.9583333333333;180.625;73.4166666666667
CD Numancia;Venezuela;1;35;70;180;71
CD O'Higgins;Argentina;4;29.75;69.5;178.25;74
CD O'Higgins;Chile;24;24.0416666666667;63.2083333333333;175.583333333333;72.2916666666667
CD Palestino;Argentina;3;27.3333333333333;69.6666666666667;175;70
CD Palestino;Canada;1;20;55;170;67
CD Palestino;Chile;22;24.2272727272727;62.4090909090909;175.636363636364;71.7727272727273
CD Palestino;Paraguay;1;22;69;175;65
CD Palestino;Uruguay;1;23;64;178;72
CD Tenerife;Algeria;1;24;71;189;79
CD Tenerife;France;1;31;70;175;69
CD Tenerife;Honduras;2;21;67;178.5;78
CD Tenerife;Japan;1;24;71;175;62
CD Tenerife;Senegal;1;20;72;173;63
CD Tenerife;Spain;20;26.35;67.55;178.7;71.3
CD Tenerife;Tunisia;1;23;66;192;86
CD Tenerife;Venezuela;1;31;74;196;85
Celta Vigo;Argentina;2;30.5;78.5;180.5;78.5
Celta Vigo;Belgium;1;21;78;177;71
Celta Vigo;Chile;2;30;80;175.5;72
Celta Vigo;Denmark;3;23.6666666666667;73.3333333333333;175.666666666667;70
Celta Vigo;France;1;28;74;174;66
Celta Vigo;Italy;1;30;79;173;72
Celta Vigo;Portugal;1;24;65;173;70
Celta Vigo;Serbia;1;24;78;186;77
Celta Vigo;Spain;20;23.45;71;180.6;73.75
Celta Vigo;Sweden;1;24;78;185;79
Celtic;Australia;1;24;72;187;80
Celtic;Belgium;2;28.5;66.5;188.5;87
Celtic;Costa Rica;1;27;75;175;67
Celtic;Croatia;1;22;70;190;85
Celtic;Denmark;1;25;75;185;82
Celtic;England;2;24;73;170;60.5
Celtic;France;1;20;73;183;74
Celtic;Honduras;1;30;70;177;73
Celtic;Israel;1;25;72;194;82
Celtic;Ivory Coast;2;27.5;71;181.5;73
Celtic;Netherlands;1;36;70;190;96
Celtic;Scotland;15;23.5333333333333;64.5333333333333;178.4;70.4666666666667
Celtic;Sweden;1;30;73;189;78
Central Coast;Australia;17;22.5294117647059;58.8235294117647;180.647058823529;73.8235294117647
Central Coast;New Zealand;1;24;64;181;71
Central Coast;Portugal;1;27;65;178;72
Central Coast;Republic of Ireland;1;31;63;179;64
Central Coast;Scotland;1;35;66;175;74
Central Coast;Senegal;2;33.5;65;184.5;76.5
Cesena;Ghana;1;21;62;180;70
Cesena;Italy;22;25.8636363636364;66.2272727272727;181.818181818182;76.6363636363636
Cesena;Ivory Coast;1;27;71;180;71
Cesena;Spain;1;25;67;180;79
Cesena;Tunisia;1;25;70;176;67
CF Reus Deportiu;Bosnia Herzegovina;1;20;70;195;85
CF Reus Deportiu;Nigeria;1;26;67;183;76
CF Reus Deportiu;Portugal;3;25.6666666666667;68.3333333333333;172.666666666667;69
CF Reus Deportiu;Spain;20;27.95;68.55;181.35;75.2
CF Reus Deportiu;Uruguay;1;27;69;169;72
Cham. Niortais;Algeria;1;33;68;184;75
Cham. Niortais;Benin;3;22.3333333333333;65.6666666666667;180.666666666667;73.3333333333333
Cham. Niortais;Cameroon;3;24;63;182;77
Cham. Niortais;France;17;25.3529411764706;63.7058823529412;181.176470588235;76.1764705882353
Cham. Niortais;Tunisia;1;21;65;185;76
Chapecoense;Brazil;20;29.6;67.75;179.95;74.75
Charlton Ath;Algeria;1;28;71;178;76
Charlton Ath;Bulgaria;1;20;56;188;76
Charlton Ath;DR Congo;1;23;66;183;73
Charlton Ath;England;18;24.1111111111111;63.9444444444444;180.722222222222;73.7777777777778
Charlton Ath;Germany;1;24;70;192;88
Charlton Ath;Netherlands;1;20;58;183;72
Charlton Ath;Northern Ireland;1;26;65;188;92
Charlton Ath;Norway;1;24;69;183;79
Charlton Ath;Portugal;1;30;69;188;87
Charlton Ath;Scotland;1;23;69;182;76
Charlton Ath;Wales;1;32;69;175;73
Chaves;Belarus;1;28;74;182;75
Chaves;Brazil;7;25.8571428571429;67.1428571428571;182.285714285714;75.1428571428571
Chaves;Cape Verde;2;22;66.5;185;81
Chaves;Guinea Bissau;1;23;64;185;78
Chaves;Libya;1;23;63;175;67
Chaves;Montenegro;1;31;70;180;78
Chaves;Portugal;12;28.5833333333333;69.4166666666667;183.416666666667;77.1666666666667
Chaves;Senegal;1;22;64;188;78
